MIF,MIF
SMIM2,UBQLN2
CCN1,UBQLN2
PLAAT3,UBQLN2
SMIM19,UBQLN2
C1QTNF4,UBQLN2
ASCL1,UBQLN2
RTL8C,UBQLN2
CST1,UBQLN2
FUCA1,UBQLN2
MTX2,UBQLN2
PODXL,UBQLN2
IGLL1,UBQLN2
CSN1S1,UBQLN2
F10,UBQLN2
SEMG1,UBQLN2
NPY,UBQLN2
OPN4,UBQLN2
ECRG4,UBQLN2
QPCT,UBQLN2
CSN2,UBQLN2
ODAPH,UBQLN2
LATS1,UBQLN2
RSRC2,UBQLN2
RBM24,UBQLN2
SOD3,UBQLN2
CCL7,UBQLN2
MINPP1,UBQLN2
SFTPA2,UBQLN2
OSMR,UBQLN2
KLHL11,UBQLN2
SCG5,UBQLN2
SUSD4,UBQLN2
COL10A1,UBQLN2
RAD23B,UBQLN2
CLEC11A,UBQLN2
PPIC,UBQLN2
WFDC12,UBQLN2
LAIR2,UBQLN2
PPIB,UBQLN2
PRAP1,UBQLN2
ZG16B,UBQLN2
DMKN,UBQLN2
HSPA13,UBQLN2
ETNK1,UBQLN2
CDH15,UBQLN2
SLPI,UBQLN2
SERPINI2,UBQLN2
NPVF,UBQLN2
NBL1,UBQLN2
PLAAT2,UBQLN2
SRGN,UBQLN2
GPX7,UBQLN2
SPAG11B,UBQLN2
IST1,UBQLN2
ZG16,UBQLN2
CD99L2,UBQLN2
ERP27,UBQLN2
RNF128,UBQLN2
CST4,UBQLN2
POLE2,UBQLN2
CCDC158,UBQLN2
NT5C3A,UBQLN2
NME3,UBQLN2
PRR4,UBQLN2
NOC4L,UBQLN2
ZNF205,UBQLN2
SEZ6L,UBQLN2
PTGDS,UBQLN2
EFEMP1,UBQLN2
UBXN1,UBQLN2
ACOT7,UBQLN2
IL11,UBQLN2
UACA,UBQLN2
PIK3IP1,UBQLN2
JPH4,UBQLN2
BCL2L11,UBQLN2
C1QL4,UBQLN2
SLC29A2,UBQLN2
UBB,UBQLN2
AGR3,UBQLN2
PIANP,UBQLN2
KLHL42,UBQLN2
ICAM1,UBQLN2
TXNDC12,UBQLN2
CDH17,UBQLN2
PSMD2,UBQLN2
TIMM21,UBQLN2
MYDGF,UBQLN2
LCN2,UBQLN2
SNRPB,UBQLN2
MDK,UBQLN2
PNMA3,UBQLN2
PPIH,UBQLN2
PMEPA1,UBQLN2
ANKRD33,UBQLN2
RBFOX2,UBQLN2
C1orf94,UBQLN2
GAL,UBQLN2
SERPINE1,UBQLN2
RAD23A,UBQLN2
FAM222B,UBQLN2
MOAP1,UBQLN2
COL1A2,UBQLN2
CSN3,UBQLN2
CEACAM6,UBQLN2
ERP29,UBQLN2
UBE2I,UBQLN2
DESI1,UBQLN2
SEZ6,UBQLN2
SLC16A3,UBQLN2
RNF4,UBQLN2
NUP58,UBQLN2
UBC,UBQLN2
SMR3B,UBQLN2
TRIM32,UBQLN2
RPS27A,UBQLN2
COL9A2,UBQLN2
VTN,UBQLN2
GUCA2B,UBQLN2
STAM2,UBQLN2
PLEKHB2,UBQLN2
CDIP1,UBQLN2
COL17A1,UBQLN2
TIMP2,UBQLN2
ITPKB,UBQLN2
KRTAP12-1,UBQLN2
MAGED1,UBQLN2
IGFBP6,UBQLN2
SUOX,UBQLN2
FNDC11,UBQLN2
ARRDC3,UBQLN2
SPINT1,UBQLN2
LCN1,UBQLN2
VENTX,UBQLN2
ZFAND2A,UBQLN2
UBAC1,UBQLN2
CAPN15,UBQLN2
CNNM3,UBQLN2
TENT5B,UBQLN2
HEMK1,UBQLN2
CSTF2,UBQLN2
UBQLN1,UBQLN2
TMEM31,UBQLN2
MIEF1,UBQLN2
FZD7,UBQLN2
VIP,UBQLN2
AGR2,UBQLN2
C1QTNF2,UBQLN2
SGTA,UBQLN2
CTAG1B,UBQLN2
MIEF2,UBQLN2
COL8A1,UBQLN2
ECM1,UBQLN2
KRTAP19-5,UBQLN2
ABI2,UBQLN2
UBXN7,UBQLN2
TRAF4,UBQLN2
UBQLN2,UBQLN2
HGS,UBQLN2
CSTF2T,UBQLN2
UFSP1,UBQLN2
LMO4,UBQLN2
FAM168A,UBQLN2
LASP1,UBQLN2
DAZAP2,UBQLN2
PIN1,UBQLN2
CCER1,NBPF19
RTN4RL1,NBPF19
MRPL40,NBPF19
SPPL2C,NBPF19
ZNF672,NBPF19
DRD5,NBPF19
SLC43A2,NBPF19
DAGLB,NBPF19
SLC6A20,NBPF19
CELF5,NBPF19
TMEM150A,NBPF19
GLYAT,NBPF19
CTNNBIP1,NBPF19
KCNS2,NBPF19
DGKQ,NBPF19
INS,NBPF19
LRFN4,NBPF19
MFSD13A,NBPF19
P2RX4,NBPF19
KCTD15,NBPF19
SLC22A5,NBPF19
F10,NBPF19
DBH,NBPF19
RAMP3,NBPF19
MELTF,NBPF19
NECTIN3,NBPF19
SPG7,NBPF19
ZNF786,NBPF19
BCAM,NBPF19
DHRS1,NBPF19
CRH,NBPF19
PTK7,NBPF19
DALRD3,NBPF19
GLP1R,NBPF19
FZD10,NBPF19
FTHL17,NBPF19
NMU,NBPF19
EMC7,NBPF19
MACO1,NBPF19
KRTAP13-4,NBPF19
P2RY6,NBPF19
KRTAP4-4,NBPF19
CD164,NBPF19
RAB3IL1,NBPF19
SLC5A5,NBPF19
OLFM2,NBPF19
HHEX,NBPF19
NTM,NBPF19
SPATA24,NBPF19
TMEFF2,NBPF19
NPDC1,NBPF19
CST9L,NBPF19
MRGBP,NBPF19
BMP7,NBPF19
IL10,NBPF19
CERK,NBPF19
CYP21A2,NBPF19
KRTAP10-10,NBPF19
ZNF330,NBPF19
ATP5F1D,NBPF19
MXD3,NBPF19
RPS19BP1,NBPF19
MTA1,NBPF19
PRF1,NBPF19
FAM71C,NBPF19
R3HDM2,NBPF19
SLC23A1,NBPF19
SEMA4C,NBPF19
TAPBPL,NBPF19
FADS2,NBPF19
HSPA12B,NBPF19
C19orf57,NBPF19
PGAP6,NBPF19
KLK8,NBPF19
UXT,NBPF19
MXI1,NBPF19
ICAM4,NBPF19
MAP11,NBPF19
DOCK2,NBPF19
NECTIN2,NBPF19
JOSD1,NBPF19
KRTAP5-4,NBPF19
KRTAP5-6,NBPF19
LCE3D,NBPF19
P2RX7,NBPF19
ZNF580,NBPF19
PIGS,NBPF19
HBA1,NBPF19
HBA2,NBPF19
HBZ,NBPF19
TMIE,NBPF19
TROAP,NBPF19
HOXB9,NBPF19
FBXW5,NBPF19
CTSZ,NBPF19
LCE3A,NBPF19
CHIC2,NBPF19
KRTAP10-5,NBPF19
KRTAP4-11,NBPF19
KRTAP5-11,NBPF19
PHLDA1,NBPF19
RECK,NBPF19
HPCAL1,NBPF19
NTN4,NBPF19
CYHR1,NBPF19
PCSK5,NBPF19
MAPKBP1,NBPF19
ZNF446,NBPF19
HAPLN2,NBPF19
SPATA8,NBPF19
KRTAP4-2,NBPF19
FAM221A,NBPF19
KRT83,NBPF19
NEDD9,NBPF19
CHCHD3,NBPF19
LCE2C,NBPF19
LCE5A,NBPF19
ZNF319,NBPF19
ALPP,NBPF19
CST2,NBPF19
ITGB4,NBPF19
GSTP1,NBPF19
ITGB5,NBPF19
AQP1,NBPF19
STK16,NBPF19
FRS3,NBPF19
LMNTD2,NBPF19
ZNF440,NBPF19
SHFL,NBPF19
TTPA,NBPF19
CHRD,NBPF19
MOS,NBPF19
ZNF414,NBPF19
TNIP3,NBPF19
ZDHHC1,NBPF19
HCK,NBPF19
ITGB2,NBPF19
KRTAP13-3,NBPF19
KRTAP4-5,NBPF19
LCE3C,NBPF19
TSPAN4,NBPF19
LCE2D,NBPF19
KRTAP12-1,NBPF19
LCE3E,NBPF19
LCE1D,NBPF19
VASN,NBPF19
SMCP,NBPF19
GNE,NBPF19
LCE2B,NBPF19
UTP23,NBPF19
PTPMT1,NBPF19
CHRNG,NBPF19
ALDH16A1,NBPF19
ZNF587,NBPF19
THAP7,NBPF19
ZNF648,NBPF19
ZNF408,NBPF19
ZNF497,NBPF19
ZNF581,NBPF19
ZNF837,NBPF19
RASD1,NBPF19
KLHL38,NBPF19
KRTAP12-2,NBPF19
KRTAP10-9,NBPF19
SEMA3B,NBPF19
MYO15B,NBPF19
AGXT,NBPF19
PLEKHN1,NBPF19
WDR25,NBPF19
MYPOP,NBPF19
CNNM3,NBPF19
CARHSP1,NBPF19
CREB5,NBPF19
CXCL16,NBPF19
PVR,NBPF19
KRTAP9-2,NBPF19
KRTAP2-4,NBPF19
KRTAP2-3,NBPF19
KPRP,NBPF19
SPRY1,NBPF19
TRIM42,NBPF19
ADAM12,NBPF19
CRY2,NBPF19
LCE1F,NBPF19
PSMA1,NBPF19
NR1D2,NBPF19
ZNF417,NBPF19
SCNM1,NBPF19
ADAMTSL4,NBPF19
INO80B,NBPF19
KRTAP9-3,NBPF19
ZNF124,NBPF19
KRTAP9-8,NBPF19
RNF111,NBPF19
STAC,NBPF19
KRTAP13-2,NBPF19
KRTAP5-9,NBPF19
KRTAP12-3,NBPF19
COL8A1,NBPF19
LYVE1,NBPF19
ATG9A,NBPF19
TLE5,NBPF19
KRTAP12-4,NBPF19
KRTAP26-1,NBPF19
CYSRT1,NBPF19
KRTAP10-8,NBPF19
CATSPER1,NBPF19
PRR35,NBPF19
OTX1,NBPF19
TNS2,NBPF19
ANKS1A,NBPF19
DMRT3,NBPF19
FAM90A1,NBPF19
LNX1,NBPF19
KRTAP10-1,NBPF19
LCE1B,NBPF19
KRTAP5-3,NBPF19
LCE4A,NBPF19
LCE1A,NBPF19
LCE1E,NBPF19
HOXA1,NBPF19
TCAF1,NBPF19
CCER1,NOTCH2NLA
RTN4RL1,NOTCH2NLA
MRPL40,NOTCH2NLA
SPPL2C,NOTCH2NLA
ZNF672,NOTCH2NLA
DRD5,NOTCH2NLA
SLC43A2,NOTCH2NLA
DAGLB,NOTCH2NLA
SLC6A20,NOTCH2NLA
CELF5,NOTCH2NLA
TMEM150A,NOTCH2NLA
GLYAT,NOTCH2NLA
CTNNBIP1,NOTCH2NLA
KCNS2,NOTCH2NLA
DGKQ,NOTCH2NLA
INS,NOTCH2NLA
LRFN4,NOTCH2NLA
MFSD13A,NOTCH2NLA
P2RX4,NOTCH2NLA
KCTD15,NOTCH2NLA
SLC22A5,NOTCH2NLA
F10,NOTCH2NLA
DBH,NOTCH2NLA
RAMP3,NOTCH2NLA
MELTF,NOTCH2NLA
NECTIN3,NOTCH2NLA
SPG7,NOTCH2NLA
ZNF786,NOTCH2NLA
BCAM,NOTCH2NLA
DHRS1,NOTCH2NLA
CRH,NOTCH2NLA
PTK7,NOTCH2NLA
DALRD3,NOTCH2NLA
GLP1R,NOTCH2NLA
FZD10,NOTCH2NLA
FTHL17,NOTCH2NLA
NMU,NOTCH2NLA
EMC7,NOTCH2NLA
MACO1,NOTCH2NLA
KRTAP13-4,NOTCH2NLA
P2RY6,NOTCH2NLA
KRTAP4-4,NOTCH2NLA
CD164,NOTCH2NLA
RAB3IL1,NOTCH2NLA
SLC5A5,NOTCH2NLA
OLFM2,NOTCH2NLA
HHEX,NOTCH2NLA
NTM,NOTCH2NLA
SPATA24,NOTCH2NLA
TMEFF2,NOTCH2NLA
NPDC1,NOTCH2NLA
CST9L,NOTCH2NLA
MRGBP,NOTCH2NLA
BMP7,NOTCH2NLA
IL10,NOTCH2NLA
CERK,NOTCH2NLA
CYP21A2,NOTCH2NLA
KRTAP10-10,NOTCH2NLA
ZNF330,NOTCH2NLA
ATP5F1D,NOTCH2NLA
MXD3,NOTCH2NLA
RPS19BP1,NOTCH2NLA
MTA1,NOTCH2NLA
PRF1,NOTCH2NLA
FAM71C,NOTCH2NLA
R3HDM2,NOTCH2NLA
SLC23A1,NOTCH2NLA
SEMA4C,NOTCH2NLA
TAPBPL,NOTCH2NLA
FADS2,NOTCH2NLA
HSPA12B,NOTCH2NLA
C19orf57,NOTCH2NLA
PGAP6,NOTCH2NLA
KLK8,NOTCH2NLA
UXT,NOTCH2NLA
MXI1,NOTCH2NLA
ICAM4,NOTCH2NLA
MAP11,NOTCH2NLA
DOCK2,NOTCH2NLA
NECTIN2,NOTCH2NLA
JOSD1,NOTCH2NLA
KRTAP5-4,NOTCH2NLA
KRTAP5-6,NOTCH2NLA
LCE3D,NOTCH2NLA
P2RX7,NOTCH2NLA
ZNF580,NOTCH2NLA
PIGS,NOTCH2NLA
HBA1,NOTCH2NLA
HBA2,NOTCH2NLA
HBZ,NOTCH2NLA
TMIE,NOTCH2NLA
TROAP,NOTCH2NLA
HOXB9,NOTCH2NLA
FBXW5,NOTCH2NLA
CTSZ,NOTCH2NLA
LCE3A,NOTCH2NLA
CHIC2,NOTCH2NLA
KRTAP10-5,NOTCH2NLA
KRTAP4-11,NOTCH2NLA
KRTAP5-11,NOTCH2NLA
PHLDA1,NOTCH2NLA
RECK,NOTCH2NLA
HPCAL1,NOTCH2NLA
NTN4,NOTCH2NLA
CYHR1,NOTCH2NLA
PCSK5,NOTCH2NLA
MAPKBP1,NOTCH2NLA
ZNF446,NOTCH2NLA
HAPLN2,NOTCH2NLA
SPATA8,NOTCH2NLA
KRTAP4-2,NOTCH2NLA
FAM221A,NOTCH2NLA
KRT83,NOTCH2NLA
NEDD9,NOTCH2NLA
CHCHD3,NOTCH2NLA
LCE2C,NOTCH2NLA
LCE5A,NOTCH2NLA
ZNF319,NOTCH2NLA
ALPP,NOTCH2NLA
CST2,NOTCH2NLA
ITGB4,NOTCH2NLA
GSTP1,NOTCH2NLA
ITGB5,NOTCH2NLA
AQP1,NOTCH2NLA
STK16,NOTCH2NLA
FRS3,NOTCH2NLA
LMNTD2,NOTCH2NLA
ZNF440,NOTCH2NLA
SHFL,NOTCH2NLA
TTPA,NOTCH2NLA
CHRD,NOTCH2NLA
MOS,NOTCH2NLA
ZNF414,NOTCH2NLA
TNIP3,NOTCH2NLA
ZDHHC1,NOTCH2NLA
HCK,NOTCH2NLA
ITGB2,NOTCH2NLA
KRTAP13-3,NOTCH2NLA
KRTAP4-5,NOTCH2NLA
LCE3C,NOTCH2NLA
TSPAN4,NOTCH2NLA
LCE2D,NOTCH2NLA
KRTAP12-1,NOTCH2NLA
LCE3E,NOTCH2NLA
LCE1D,NOTCH2NLA
VASN,NOTCH2NLA
SMCP,NOTCH2NLA
GNE,NOTCH2NLA
LCE2B,NOTCH2NLA
UTP23,NOTCH2NLA
PTPMT1,NOTCH2NLA
CHRNG,NOTCH2NLA
ALDH16A1,NOTCH2NLA
ZNF587,NOTCH2NLA
THAP7,NOTCH2NLA
ZNF648,NOTCH2NLA
ZNF408,NOTCH2NLA
ZNF497,NOTCH2NLA
ZNF581,NOTCH2NLA
ZNF837,NOTCH2NLA
RASD1,NOTCH2NLA
KLHL38,NOTCH2NLA
KRTAP12-2,NOTCH2NLA
KRTAP10-9,NOTCH2NLA
SEMA3B,NOTCH2NLA
AGXT,NOTCH2NLA
PLEKHN1,NOTCH2NLA
WDR25,NOTCH2NLA
MYPOP,NOTCH2NLA
CNNM3,NOTCH2NLA
CARHSP1,NOTCH2NLA
CREB5,NOTCH2NLA
CXCL16,NOTCH2NLA
PVR,NOTCH2NLA
KRTAP9-2,NOTCH2NLA
KRTAP2-4,NOTCH2NLA
KRTAP2-3,NOTCH2NLA
KPRP,NOTCH2NLA
SPRY1,NOTCH2NLA
TRIM42,NOTCH2NLA
ADAM12,NOTCH2NLA
CRY2,NOTCH2NLA
LCE1F,NOTCH2NLA
PSMA1,NOTCH2NLA
NR1D2,NOTCH2NLA
ZNF417,NOTCH2NLA
SCNM1,NOTCH2NLA
ADAMTSL4,NOTCH2NLA
INO80B,NOTCH2NLA
KRTAP9-3,NOTCH2NLA
ZNF124,NOTCH2NLA
KRTAP9-8,NOTCH2NLA
RNF111,NOTCH2NLA
STAC,NOTCH2NLA
KRTAP13-2,NOTCH2NLA
KRTAP5-9,NOTCH2NLA
KRTAP12-3,NOTCH2NLA
COL8A1,NOTCH2NLA
LYVE1,NOTCH2NLA
ATG9A,NOTCH2NLA
TLE5,NOTCH2NLA
KRTAP12-4,NOTCH2NLA
KRTAP26-1,NOTCH2NLA
CYSRT1,NOTCH2NLA
KRTAP10-8,NOTCH2NLA
CATSPER1,NOTCH2NLA
PRR35,NOTCH2NLA
OTX1,NOTCH2NLA
TNS2,NOTCH2NLA
ANKS1A,NOTCH2NLA
DMRT3,NOTCH2NLA
FAM90A1,NOTCH2NLA
LNX1,NOTCH2NLA
KRTAP10-1,NOTCH2NLA
LCE1B,NOTCH2NLA
KRTAP5-3,NOTCH2NLA
LCE4A,NOTCH2NLA
LCE1A,NOTCH2NLA
LCE1E,NOTCH2NLA
HOXA1,NOTCH2NLA
TCAF1,NOTCH2NLA
CCER1,KRTAP6-3
LGALS9,KRTAP6-3
CELF5,KRTAP6-3
AUTS2,KRTAP6-3
INPP5D,KRTAP6-3
SLC22A5,KRTAP6-3
GATA2,KRTAP6-3
TEX45,KRTAP6-3
TSPYL6,KRTAP6-3
DHRS1,KRTAP6-3
DALRD3,KRTAP6-3
GATA3,KRTAP6-3
KRTAP4-4,KRTAP6-3
RAB3IL1,KRTAP6-3
PRMT8,KRTAP6-3
FOXD2,KRTAP6-3
HHEX,KRTAP6-3
ZNF79,KRTAP6-3
SAMD7,KRTAP6-3
MAPK1IP1L,KRTAP6-3
PRR3,KRTAP6-3
PPP1R37,KRTAP6-3
STRA6,KRTAP6-3
SEMA4C,KRTAP6-3
NODAL,KRTAP6-3
PGAP6,KRTAP6-3
TYK2,KRTAP6-3
RHBDL1,KRTAP6-3
LCE3D,KRTAP6-3
TENT2,KRTAP6-3
NR4A3,KRTAP6-3
C11orf87,KRTAP6-3
PIGS,KRTAP6-3
TAOK2,KRTAP6-3
HOXB9,KRTAP6-3
FBXW5,KRTAP6-3
CTSZ,KRTAP6-3
VSTM4,KRTAP6-3
LCE3A,KRTAP6-3
PHLDA1,KRTAP6-3
CLCNKA,KRTAP6-3
SNRPB,KRTAP6-3
PRR13,KRTAP6-3
GLYCTK,KRTAP6-3
PLSCR4,KRTAP6-3
PHETA1,KRTAP6-3
FAM83A,KRTAP6-3
SNX18,KRTAP6-3
LCE2A,KRTAP6-3
TBX6,KRTAP6-3
MAPKBP1,KRTAP6-3
POU4F3,KRTAP6-3
HYAL2,KRTAP6-3
ILF2,KRTAP6-3
HAPLN2,KRTAP6-3
SMARCC1,KRTAP6-3
SLC15A2,KRTAP6-3
SH3KBP1,KRTAP6-3
LCE2C,KRTAP6-3
LCE5A,KRTAP6-3
ITGB4,KRTAP6-3
FOXD4L1,KRTAP6-3
STK16,KRTAP6-3
OLIG3,KRTAP6-3
TCF7L2,KRTAP6-3
PROP1,KRTAP6-3
HR,KRTAP6-3
CHRD,KRTAP6-3
ZNF414,KRTAP6-3
ZIC1,KRTAP6-3
BSCL2,KRTAP6-3
FADS6,KRTAP6-3
CAMK2B,KRTAP6-3
MEIS2,KRTAP6-3
RUNX1T1,KRTAP6-3
LCE3E,KRTAP6-3
P4HB,KRTAP6-3
VASN,KRTAP6-3
SMCP,KRTAP6-3
GNE,KRTAP6-3
LCE2B,KRTAP6-3
POU4F2,KRTAP6-3
KRT20,KRTAP6-3
ARMC7,KRTAP6-3
MAGED1,KRTAP6-3
ZNF575,KRTAP6-3
ZNF497,KRTAP6-3
PRPF31,KRTAP6-3
SMARCE1,KRTAP6-3
RASD1,KRTAP6-3
BEX2,KRTAP6-3
VENTX,KRTAP6-3
AGXT,KRTAP6-3
TBX2,KRTAP6-3
LAGE3,KRTAP6-3
WDR25,KRTAP6-3
ATPAF2,KRTAP6-3
CNNM3,KRTAP6-3
CARHSP1,KRTAP6-3
CREB5,KRTAP6-3
GPS2,KRTAP6-3
SNRPC,KRTAP6-3
PCDHB14,KRTAP6-3
PATZ1,KRTAP6-3
TNIP1,KRTAP6-3
PVR,KRTAP6-3
CCDC120,KRTAP6-3
KPRP,KRTAP6-3
KRTAP19-2,KRTAP6-3
KRTAP6-1,KRTAP6-3
KRTAP11-1,KRTAP6-3
RAD54L2,KRTAP6-3
TFAP2D,KRTAP6-3
CRY2,KRTAP6-3
LCE1C,KRTAP6-3
CAMK2G,KRTAP6-3
PSMA1,KRTAP6-3
ZBTB32,KRTAP6-3
ADAMTSL4,KRTAP6-3
INCA1,KRTAP6-3
FCHO1,KRTAP6-3
COL8A1,KRTAP6-3
KRTAP19-5,KRTAP6-3
FAM214B,KRTAP6-3
KANK2,KRTAP6-3
CCDC24,KRTAP6-3
TLE5,KRTAP6-3
HOXB5,KRTAP6-3
KRTAP26-1,KRTAP6-3
CYSRT1,KRTAP6-3
ARID5A,KRTAP6-3
KRTAP6-2,KRTAP6-3
KRTAP19-6,KRTAP6-3
MGAT5B,KRTAP6-3
TEKT4,KRTAP6-3
OXER1,KRTAP6-3
PPP1R32,KRTAP6-3
PRR35,KRTAP6-3
BAG4,KRTAP6-3
OTX1,KRTAP6-3
TNS2,KRTAP6-3
MED25,KRTAP6-3
CAMK2A,KRTAP6-3
PITX1,KRTAP6-3
DMRT3,KRTAP6-3
LNX1,KRTAP6-3
TLX3,KRTAP6-3
LCE1B,KRTAP6-3
LCE1E,KRTAP6-3
HOXA1,KRTAP6-3
TCAF1,KRTAP6-3
MEOX2,KRTAP6-3
CCER1,KRTAP9-3
SLC25A18,KRTAP9-3
CELF5,KRTAP9-3
RAMP3,KRTAP9-3
NECTIN3,KRTAP9-3
CRH,KRTAP9-3
UNC119,KRTAP9-3
KRTAP4-1,KRTAP9-3
KRTAP4-4,KRTAP9-3
NTM,KRTAP9-3
TOX3,KRTAP9-3
FBXO34,KRTAP9-3
NPDC1,KRTAP9-3
ZNF439,KRTAP9-3
SLC23A1,KRTAP9-3
DOCK2,KRTAP9-3
JOSD1,KRTAP9-3
LCE3D,KRTAP9-3
NR4A3,KRTAP9-3
C9orf24,KRTAP9-3
YY1,KRTAP9-3
FBXW5,KRTAP9-3
HOXA9,KRTAP9-3
LCE3A,KRTAP9-3
KRTAP5-11,KRTAP9-3
PHLDA1,KRTAP9-3
SLC13A5,KRTAP9-3
LCE2A,KRTAP9-3
MAPKBP1,KRTAP9-3
LCE3B,KRTAP9-3
LCE2C,KRTAP9-3
LCE5A,KRTAP9-3
ITGB4,KRTAP9-3
LMNTD2,KRTAP9-3
ZNF440,KRTAP9-3
SHFL,KRTAP9-3
CHRD,KRTAP9-3
ZNF414,KRTAP9-3
DCDC2,KRTAP9-3
ATN1,KRTAP9-3
KRTAP4-5,KRTAP9-3
KRTAP13-1,KRTAP9-3
RGS20,KRTAP9-3
LCE2D,KRTAP9-3
KRTAP12-1,KRTAP9-3
LCE3E,KRTAP9-3
LCE1D,KRTAP9-3
CRCT1,KRTAP9-3
VASN,KRTAP9-3
SMCP,KRTAP9-3
GNE,KRTAP9-3
LCE2B,KRTAP9-3
POU4F2,KRTAP9-3
PTPMT1,KRTAP9-3
CHRNG,KRTAP9-3
PRKAB2,KRTAP9-3
ZNF575,KRTAP9-3
ZNF497,KRTAP9-3
KLHL38,KRTAP9-3
CNNM3,KRTAP9-3
CREB5,KRTAP9-3
PVR,KRTAP9-3
KRTAP19-2,KRTAP9-3
KRTAP11-1,KRTAP9-3
SPRY1,KRTAP9-3
TRIM42,KRTAP9-3
TFAP2D,KRTAP9-3
FAM124B,KRTAP9-3
LCE1C,KRTAP9-3
NR1D2,KRTAP9-3
ADAMTSL4,KRTAP9-3
KRTAP9-3,KRTAP9-3
KRTAP9-8,KRTAP9-3
INCA1,KRTAP9-3
SH3GLB2,KRTAP9-3
PAX6,KRTAP9-3
KRTAP1-1,KRTAP9-3
COL8A1,KRTAP9-3
ECM1,KRTAP9-3
GLRX3,KRTAP9-3
CARD10,KRTAP9-3
CYSRT1,KRTAP9-3
KRTAP10-8,KRTAP9-3
KRTAP19-6,KRTAP9-3
CATSPER1,KRTAP9-3
CERCAM,KRTAP9-3
OTX1,KRTAP9-3
ANKS1A,KRTAP9-3
DMRT3,KRTAP9-3
LNX1,KRTAP9-3
KRT31,KRTAP9-3
PAX5,KRTAP9-3
LCE1B,KRTAP9-3
KRTAP5-3,KRTAP9-3
LCE4A,KRTAP9-3
LCE1A,KRTAP9-3
LCE1E,KRTAP9-3
NUFIP2,KRTAP9-3
HOXA1,KRTAP9-3
WNT11,KRTAP9-3
MEOX2,KRTAP9-3
SEPTIN10,H2AP
CENPH,H2AP
SIX1,H2AP
CEP44,H2AP
MAGEB4,H2AP
MYOG,H2AP
WDYHV1,H2AP
NAP1L1,GAS2L2
RORB,GAS2L2
SAT1,GAS2L2
PRKAR1B,GAS2L2
JADE2,GAS2L2
MORN5,GAS2L2
SNW1,GAS2L2
CCNDBP1,GAS2L2
PPP1R13B,GAS2L2
GOLGA6L9,GAS2L2
HOOK2,GAS2L2
LHX3,GAS2L2
MAPRE1,GAS2L2
EFHC1,GAS2L2
DISC1,GAS2L2
LRP2BP,GAS2L2
PAX6,GAS2L2
TRIM27,GAS2L2
WWP2,GAS2L2
C7orf57,GAS2L2
HSF2BP,GAS2L2
ABI2,GAS2L2
PICK1,GAS2L2
ZRANB1,GAS2L2
KCTD7,GAS2L2
HMBOX1,GAS2L2
MID2,GAS2L2
MTUS2,GAS2L2
MAPRE2,GAS2L2
GOLGA2,GAS2L2
TFIP11,GAS2L2
PIH1D3,GAS2L2
MAPRE3,GAS2L2
BANP,GAS2L2
RTN4RL1,KRTAP1-1
SLC43A2,KRTAP1-1
SPACA9,KRTAP1-1
ASPSCR1,KRTAP1-1
SLC6A20,KRTAP1-1
MT1B,KRTAP1-1
RPUSD3,KRTAP1-1
SLC7A11,KRTAP1-1
EFNA3,KRTAP1-1
LRFN4,KRTAP1-1
REM2,KRTAP1-1
CD300LG,KRTAP1-1
P2RX4,KRTAP1-1
LRRN4,KRTAP1-1
MELTF,KRTAP1-1
NECTIN3,KRTAP1-1
BCAM,KRTAP1-1
ZNF491,KRTAP1-1
CTRC,KRTAP1-1
DHRS1,KRTAP1-1
FEZF1,KRTAP1-1
GLP1R,KRTAP1-1
FZD10,KRTAP1-1
NMU,KRTAP1-1
ADAMTSL3,KRTAP1-1
SDC3,KRTAP1-1
EMC7,KRTAP1-1
P2RY6,KRTAP1-1
CSF1,KRTAP1-1
NTM,KRTAP1-1
QPRT,KRTAP1-1
NPDC1,KRTAP1-1
MRGBP,KRTAP1-1
IFITM2,KRTAP1-1
CERK,KRTAP1-1
ZNF524,KRTAP1-1
ZNF439,KRTAP1-1
ZNF330,KRTAP1-1
RPS19BP1,KRTAP1-1
FAM71C,KRTAP1-1
R3HDM2,KRTAP1-1
SLC23A1,KRTAP1-1
PGAP6,KRTAP1-1
KLK8,KRTAP1-1
MXI1,KRTAP1-1
FKBP1B,KRTAP1-1
MYOM1,KRTAP1-1
IGSF8,KRTAP1-1
DOCK2,KRTAP1-1
NECTIN2,KRTAP1-1
JOSD1,KRTAP1-1
NUBP2,KRTAP1-1
LCE3D,KRTAP1-1
C11orf87,KRTAP1-1
FOXD4L3,KRTAP1-1
HOXB9,KRTAP1-1
CTSZ,KRTAP1-1
TGFB1,KRTAP1-1
VSTM4,KRTAP1-1
CHIC2,KRTAP1-1
SNAI1,KRTAP1-1
PHLDA1,KRTAP1-1
HPCAL1,KRTAP1-1
CYHR1,KRTAP1-1
CYSLTR2,KRTAP1-1
PCSK5,KRTAP1-1
SNX18,KRTAP1-1
MAPKBP1,KRTAP1-1
CLDN2,KRTAP1-1
HYAL2,KRTAP1-1
ZNF446,KRTAP1-1
LCE3B,KRTAP1-1
LCE2C,KRTAP1-1
LCE5A,KRTAP1-1
ZNF696,KRTAP1-1
ALPP,KRTAP1-1
TNP2,KRTAP1-1
CST2,KRTAP1-1
ITGB4,KRTAP1-1
GSTP1,KRTAP1-1
ITGB5,KRTAP1-1
