MIF,MIF
LMO1,HSPB2-C11orf52
LMO3,HSPB2-C11orf52
TLX3,HSPB2-C11orf52
POGZ,HSPB2-C11orf52
VEZF1,HSPB2-C11orf52
RFPL3,C3orf62
KRT3,C3orf62
LMNTD2,C3orf62
BFSP2,C3orf62
RFPL3,EIF1AX
RFPL3,HSPB2
BICRAL,HSPB2
A1CF,HSPB2
BEX2,HSPB2
PATZ1,HSPB2
MISP,HSPB2
YPEL3,HSPB2
ENKD1,HSPB2
BAG3,HSPB2
PRR35,HSPB2
LMO1,HSPB2
LMO3,HSPB2
TLX3,HSPB2
POGZ,HSPB2
VEZF1,HSPB2
RFPL3,SLAIN1
COX5B,SLAIN1
GOLGA1,SLAIN1
FRS3,SLAIN1
CRACR2A,SLAIN1
EXOSC8,SLAIN1
ARMC7,SLAIN1
DDX6,SLAIN1
PRPF31,SLAIN1
ARHGEF5,SLAIN1
TBC1D22B,SLAIN1
PATZ1,SLAIN1
TFAP2D,SLAIN1
EFHC1,SLAIN1
FHL2,SLAIN1
FAM214B,SLAIN1
C1orf109,SLAIN1
KCTD9,SLAIN1
PFDN5,SLAIN1
HOMER3,SLAIN1
KIF9,SLAIN1
LMO3,SLAIN1
ZNF76,SLAIN1
RIMS4,PELI1
LMNA,PELI1
LCN2,PELI1
TP63,PELI1
CLEC17A,PELI1
CNTROB,PELI1
GOSR2,PELI1
INPP5J,PELI1
SGK2,HIRIP3
SGK2,PMM2
ACY3,PMM2
MEOX2,PMM2
RNF40,NCBP1
RNF40,AMOTL2
BRMS1L,AMOTL2
RASAL3,AMOTL2
SMARCE1,AMOTL2
RALBP1,AMOTL2
MAGOHB,AMOTL2
ZBTB16,AMOTL2
CINP,AMOTL2
BYSL,AMOTL2
L3MBTL2,AMOTL2
RNF8,AMOTL2
CDC37,AMOTL2
KIF9,AMOTL2
PIBF1,AMOTL2
LMO3,AMOTL2
NINL,PRPF3
SSX2IP,PRPF3
U2AF2,PRPF3
TXLNA,PRPF3
CEP70,PRPF3
OSBPL3,PRPF3
RABEP1,PRPF3
ZRANB1,PRPF3
CARD10,PRPF3
LZTS1,PRPF3
NINL,RNF40
UBE2I,RNF40
GSS,GSS
RABGGTA,RABGGTB
B4GALT7,RABGGTB
SEC23B,RIN1
TRIM7,RIN1
SPRED1,RIN1
SH3RF1,RIN1
CCM2,RIN1
SNX17,RIN1
TBC1D1,RIN1
KLHL12,RIN1
HMG20A,RIN1
TSC1,RIN1
TRIM23,RIN1
HSF2BP,RIN1
KRT34,RIN1
TRAF2,RIN1
SORBS3,RIN1
LZTS2,RIN1
PICK1,RIN1
TRIP10,RIN1
GOLGA2,RIN1
TFIP11,RIN1
CARD10,RIN1
MDFI,RIN1
ANKS1A,RIN1
SEC23B,SEC24D
SEC23A,SEC24D
SEC23B,SNRPC
KLF1,SNRPC
ODAM,SNRPC
CREM,SNRPC
ARHGAP9,SNRPC
TENT5A,SNRPC
ANKRD10,SNRPC
HSD17B14,SNRPC
BCAS2,SNRPC
PLA2G10,SNRPC
EXOSC8,SNRPC
TRIB3,SNRPC
EYA2,SNRPC
AKAP8L,SNRPC
TLE5,SNRPC
HOXA1,SNRPC
DUSP23,PSMB8
LSM1,PSMB8
GNPNAT1,PSMB8
POLR2G,PSMB8
SNX5,PSMB8
TENT5B,PSMB8
INCA1,PSMB8
REL,PSMB8
UBAP2,PSMB8
NFKBID,PSMB8
TRAF3,PSMB8
ZMYND12,PSMB8
PFDN5,PSMB8
WWOX,PSMB8
TRIP13,PSMB8
MEOX2,PSMB8
DUSP23,MRNIP
EIF3E,MRNIP
PSMB1,MRNIP
EFHC1,MRNIP
ENKD1,MRNIP
PICK1,MRNIP
NUTF2,MRNIP
EMC9,SCN5A
ZMYND19,SCN5A
TEKT4,SCN5A
ANKS1A,SCN5A
BANP,SCN5A
EMC9,EMC2
SS18L2,EMC2
PSMD3,ZBTB43
DDX6,ZBTB43
CIB3,ZBTB43
AP1M1,ZBTB43
CDKL3,ZBTB43
ARRB1,ZBTB43
LMO1,ZBTB43
SYT6,ZBTB43
LNX1,ZBTB43
LMO3,ZBTB43
CPNE6,AGR2
NDUFB2,AGR2
BORCS8-MEF2B,AGR2
UBE2I,AGR2
HSD3B7,AGR2
DCAF11,AGR2
GUCA1A,AGR2
HCK,AGR2
TFAP2D,AGR2
PSMB1,AGR2
THOC1,AGR2
SGTA,AGR2
MBD3,AGR2
NRF1,AGR2
TLE5,AGR2
RBFOX1,AGR2
KRT31,AGR2
CLUAP1,MYOG
KLHL42,MYOG
CCDC28A,MYOG
NEK6,MYOG
SPG21,MYOG
MLH1,MYOG
MBD3,MYOG
POLR2J,MYOG
TLE5,MYOG
LMO3,MYOG
CCNB1IP1,SYT17
DEPDC5,SYT17
HOOK2,SYT17
PICK1,SYT17
VPS9D1,SYT17
ZRANB1,SYT17
MID2,SYT17
LZTS1,SYT17
PIBF1,SYT17
MAD1L1,SYT17
LSM1,CLIC1
TPRN,CLIC1
NHSL2,CLIC1
MEOX2,CLIC1
CLP1,PRR3
KLF1,PRR3
KHDRBS3,PRR3
RBM3,PRR3
ASF1A,PRR3
RBMX,PRR3
KHDRBS2,PRR3
RBMY1F,PRR3
NXF1,PRR3
HNRNPK,PRR3
MYPOP,PRR3
RAMAC,PRR3
TLE5,PRR3
KRTAP6-2,PRR3
CLP1,FGF16
HOOK2,FGF16
INCA1,FGF16
MCC,FGF16
PICK1,FGF16
KRT31,FGF16
DVL3,FGF16
PSMB5,GAGE12F
GMCL1,GAGE12F
PLEKHF2,GAGE12F
PSMB5,GAGE12G
GMCL1,GAGE12G
PLEKHF2,GAGE12G
PSMB5,CCDC150
NUTF2,CCDC150
DNMT3A,ZNF513
NFKBIA,PSMD3
PSMA6,PSMD3
ZFYVE21,SMIM5
PRRT2,SMIM5
ARFIP1,SMIM5
SH3GLB1,SMIM5
EHHADH,SMIM5
RBFA,SMIM5
SGTA,SMIM5
ZFYVE21,RABAC1
ABHD4,RABAC1
SNX10,RABAC1
NDRG4,RABAC1
CYBRD1,RABAC1
UBE2I,RABAC1
SH3GLB1,RABAC1
SPG21,RABAC1
DUSP12,RABAC1
SNX11,RABAC1
C8A,GOLT1A
NDUFA3,GOLT1A
FAXDC2,GOLT1A
OTULINL,GOLT1A
AGPAT3,GOLT1A
GYPA,GOLT1A
CLDND2,GOLT1A
NAT8,GOLT1A
MSMO1,GOLT1A
PLLP,GOLT1A
TECR,GOLT1A
MGLL,GOLT1A
RNF24,GOLT1A
SLC35C2,GOLT1A
SLC30A2,GOLT1A
NRM,GOLT1A
AQP6,GOLT1A
C8A,MMGT1
MFSD3,MMGT1
STX6,MMGT1
EMC6,MMGT1
STX12,MMGT1
SLC35E4,MMGT1
DEFB127,MMGT1
STX1B,MMGT1
GRM2,MMGT1
INSIG2,MMGT1
TMED8,MMGT1
TMEM14A,MMGT1
PEX16,MMGT1
LNPEP,MMGT1
C5,MMGT1
C16orf58,MMGT1
TMEM14C,MMGT1
FXYD6,MMGT1
TMEM254,MMGT1
ADGRE2,MMGT1
TECR,MMGT1
SLC7A14,MMGT1
C4orf3,MMGT1
STX1A,MMGT1
STX3,MMGT1
ORMDL2,MMGT1
GOSR2,MMGT1
SLC38A7,MMGT1
VRK2,MMGT1
EMD,MMGT1
TMEM60,MMGT1
TMBIM6,MMGT1
MFF,MMGT1
ATP6V0B,TM4SF19-TCTEX1D2
NDUFA3,TM4SF19-TCTEX1D2
SEC22B,TM4SF19-TCTEX1D2
VAMP4,TM4SF19-TCTEX1D2
CYBC1,TM4SF19-TCTEX1D2
TMEM167B,TM4SF19-TCTEX1D2
GIMAP1,TM4SF19-TCTEX1D2
TMEM42,TM4SF19-TCTEX1D2
PMP22,TM4SF19-TCTEX1D2
TMEM237,TM4SF19-TCTEX1D2
CTXN3,TM4SF19-TCTEX1D2
CYP4F2,TM4SF19-TCTEX1D2
VAMP3,TM4SF19-TCTEX1D2
C14orf180,TM4SF19-TCTEX1D2
CCDC167,TM4SF19-TCTEX1D2
ZFPL1,TM4SF19-TCTEX1D2
SYS1,TM4SF19-TCTEX1D2
STX7,TM4SF19-TCTEX1D2
GET1,TM4SF19-TCTEX1D2
C4orf3,TM4SF19-TCTEX1D2
SMIM1,TM4SF19-TCTEX1D2
UBE2J1,TM4SF19-TCTEX1D2
TMEM179B,TM4SF19-TCTEX1D2
GPR152,TM4SF19-TCTEX1D2
TSNARE1,TM4SF19-TCTEX1D2
SERP2,TM4SF19-TCTEX1D2
ERG28,TM4SF19-TCTEX1D2
BNIP1,TM4SF19-TCTEX1D2
GOSR2,TM4SF19-TCTEX1D2
PLP2,TM4SF19-TCTEX1D2
HMOX1,TM4SF19-TCTEX1D2
ABHD16A,TM4SF19-TCTEX1D2
GIMAP5,TM4SF19-TCTEX1D2
CD79A,TM4SF19-TCTEX1D2
ATP6V0B,ADGRG3
TEX264,ADGRG3
PLP1,ADGRG3
UPK2,ADGRG3
C4orf3,ADGRG3
SEC22A,ADGRG3
C3orf52,ADGRG3
RPRM,ADGRG3
ATP6V0B,TM4SF19
VAMP4,TM4SF19
PMP22,TM4SF19
VAMP3,TM4SF19
STX7,TM4SF19
ERG28,TM4SF19
BNIP1,TM4SF19
GOSR2,TM4SF19
PLP2,TM4SF19
HMOX1,TM4SF19
CD79A,TM4SF19
ATP6V0B,SLC2A5
PAGE1,SLC2A5
COMT,SLC2A5
ATP6V0B,MIP
CD40,MIP
AQP9,MIP
SYT1,MIP
SAR1A,MIP
STX2,MIP
SLC18A1,MIP
STX1A,MIP
ERGIC3,MIP
GOLM1,MIP
FAM209A,MIP
ATP6V0B,FAM210B
TF,FAM210B
VAMP4,FAM210B
CYB5R3,FAM210B
HEXB,FAM210B
NKG7,FAM210B
TFRC,FAM210B
LNPEP,FAM210B
CYB5B,FAM210B
VAMP3,FAM210B
SERP1,FAM210B
C1GALT1,FAM210B
HMOX2,FAM210B
STX7,FAM210B
ORMDL2,FAM210B
BET1,FAM210B
PLP2,FAM210B
HMOX1,FAM210B
TIMMDC1,FAM210B
BCL2L13,FAM210B
ZRSR2,ZRSR2P1
REP15,ZRSR2P1
U2AF2,ZRSR2P1
SRRM4,ZRSR2P1
ZRSR2,TNFAIP8L1
RPL9,TNFAIP8L1
TNFAIP8L1,TNFAIP8L1
MED4,TNFAIP8L1
PSME3,TNFAIP8L1
SNRPA,TNFAIP8L1
CAVIN1,TNFAIP8L1
EVI5,TNFAIP8L1
PLEKHF2,TNFAIP8L1
DVL3,TNFAIP8L1
ZRSR2,ZRSR2
SRSF5,ZRSR2
SDCBP2,ZRSR2
SRPK2,ZRSR2
CCNL1,ZRSR2
SRRM4,ZRSR2
KHDC4,ZRSR2
TEPSIN,ZRSR2
DVL3,ZRSR2
LUC7L2,ZRSR2
MTURN,UBA52
RABGEF1,UBA52
PLSCR4,UBA52
RAD23A,UBA52
DESI1,UBA52
EPN2,UBA52
LITAF,UBA52
PLEKHB2,UBA52
ARRDC3,UBA52
UBQLN1,UBA52
TAX1BP1,UBA52
UBQLN2,UBA52
FAM168A,UBA52
DAZAP2,UBA52
GABPB1,BAIAP2L2
POLE2,BAIAP2L2
ABI3,BAIAP2L2
GABPB1,MED20
YY1,MED20
MARK4,MED20
ANKS1A,MED20
TCP11,ZNF688
ZNF330,ZNF688
GLYCTK,ZNF688
IGFN1,ZNF688
OSTF1,ZNF688
PFKFB1,ZNF688
BOLA2,ZNF688
BOLA2B,ZNF688
ZGPAT,ZNF688
NCK2,ZNF688
DEF6,ZNF688
CARD9,ZNF688
ANKRD11,ZNF688
GEM,ZNF688
NEK6,ZNF688
CDKN2D,ZNF688
PHF1,ZNF688
TTC19,ZNF688
TENT5B,ZNF688
CDR2L,ZNF688
CCNC,ZNF688
SMARCB1,ZNF688
PSMB1,ZNF688
TCEANC,ZNF688
SCNM1,ZNF688
CIB3,ZNF688
NFU1,ZNF688
MYOZ3,ZNF688
HSF2BP,ZNF688
ABI2,ZNF688
GPANK1,ZNF688
CCDC102B,ZNF688
C1orf109,ZNF688
POLR1C,ZNF688
LMO2,ZNF688
RCOR3,ZNF688
TLE5,ZNF688
MKRN3,ZNF688
CATSPER1,ZNF688
TEKT4,ZNF688
FAM90A1,ZNF688
LMO1,ZNF688
PIH1D2,ZNF688
HOXA1,ZNF688
TCP11,GRAPL
RIPPLY1,GRAPL
PRKAB2,GRAPL
ZNF76,GRAPL
TCP11,FANCF
TCP11,MAP2K1
TCP11,LMBRD1
TCP11,NPFFR1
PSMA6,TSPYL1
TSPYL1,TSPYL1
MAGEA4,TSPYL1
TSPYL2,TSPYL1
PRPF3,TSPYL1
CCDC136,TSPYL1
RNF111,TSPYL1
GPATCH2L,TSPYL1
L3MBTL2,TSPYL1
MDFI,TSPYL1
DVL3,TSPYL1
PSMA6,ZKSCAN4
ZSCAN30,ZKSCAN4
ZNF24,ZKSCAN4
ZSCAN21,ZKSCAN4
ZNF496,ZKSCAN4
ZSCAN32,ZKSCAN4
IL36RN,ZKSCAN4
CABP5,ZKSCAN4
ZNF446,ZKSCAN4
LXN,ZKSCAN4
SCAND1,ZKSCAN4
OSGIN1,ZKSCAN4
MEOX2,ZKSCAN4
PSMA6,SMCO3
MAPK9,SMCO3
PSMA6,POLR2L
NACC1,POLR2L
AGR2,POLR2L
REL,POLR2L
TRIP13,POLR2L
PSMA6,ZNF596
PSMA6,C19orf47
GSC2,C19orf47
PSMA3,FAM83A
FAM83A,FAM83A
PLAGL2,FAM83A
PPP1R16B,FAM83A
NCK2,FAM83A
PRDM14,FAM83A
KRT34,FAM83A
SMYD1,FAM83A
BHLHE40,FAM83A
PSMA3,PSMA6
ERH,PSMA6
C9orf16,CEP290
KIAA1328,CEP290
PICK1,CEP290
C9orf16,KRT20
KRT72,KRT20
KRT80,KRT20
KRT24,KRT20
TXLNA,KRT20
BCAS2,KRT20
SNAPIN,KRT20
PRPH,KRT20
KRT75,KRT20
PPP1R13B,KRT20
VIM,KRT20
KRT34,KRT20
TFIP11,KRT20
KRT31,KRT20
LAPTM4B,IFNAR1
LAPTM4B,SCARB2
HIBADH,SCARB2
ERGIC3,SCARB2
CGRRF1,TPRG1
APOC1,TPRG1
FCER1G,TPRG1
REEP4,TPRG1
SLC10A6,TPRG1
EBAG9,TPRG1
SLC35C2,TPRG1
RHBDD2,TPRG1
HSD17B13,TPRG1
SCN3B,TPRG1
AQP6,TPRG1
CIDEB,TPRG1
MFSD14B,TPRG1
RETREG3,TPRG1
CGRRF1,FAXDC2
TMEM106C,FAXDC2
CYB5R3,FAXDC2
NEMP1,FAXDC2
SLC30A8,FAXDC2
PGRMC2,FAXDC2
FFAR2,FAXDC2
MGST3,FAXDC2
ELOVL4,FAXDC2
PANX1,FAXDC2
FCER1G,FAXDC2
SLC10A6,FAXDC2
STX4,FAXDC2
EBP,FAXDC2
ERGIC3,FAXDC2
STOM,FAXDC2
SLC10A1,FAXDC2
AQP6,FAXDC2
RETREG3,FAXDC2
GPX8,FAXDC2
CD79A,FAXDC2
ARL13B,FAXDC2
CREB3L1,FAXDC2
CGRRF1,RHBDD1
LPCAT2,RHBDD1
GYPC,RHBDD1
PLEKHB2,RHBDD1
SLC66A2,RHBDD1
CTSA,RHBDD1
CGRRF1,CD72
SPACA1,CD72
BIK,CD72
CGRRF1,SLC30A3
CD40,SLC30A3
OCIAD1,SLC30A3
SLC35C2,SLC30A3
CGRRF1,LNPEP
UNC93A,LNPEP
SLC39A9,LNPEP
AQP6,LNPEP
CGRRF1,TMEM97
LRRC59,TMEM97
REEP1,TMEM97
VSIR,TMEM97
SAR1A,TMEM97
CD74,TMEM97
FKBP7,TMEM97
FXYD3,TMEM97
BIK,TMEM97
AQP6,TMEM97
BCL2L13,TMEM97
CGRRF1,BET1
STX1B,BET1
CD74,BET1
SLC7A14,BET1
STX4,BET1
CYB561,BET1
AQP6,BET1
CD79A,BET1
CGRRF1,LAPTM4B
CGRRF1,CDIPT
CYB5R3,CDIPT
FKBP7,CDIPT
CYB561,CDIPT
AQP6,CDIPT
LNX1,CDIPT
CGRRF1,CYB5B
PHACTR3,CYB5B
IGSF9,CYB5B
SYT1,CYB5B
SLC39A9,CYB5B
BIK,CYB5B
AQP6,CYB5B
MCEMP1,MCEMP1
ASGR1,MCEMP1
ASGR2,MCEMP1
CNIH1,MCEMP1
MALL,MCEMP1
CMTM5,MCEMP1
ZDHHC15,MCEMP1
ARL6IP1,MCEMP1
LRRC59,CMTM3
APOA5,CMTM3
VEZT,CMTM3
ELOVL4,CMTM3
IL10RA,CMTM3
STMN4,CMTM3
SLC10A1,CMTM3
AQP6,CMTM3
DDHD1,CR1L
DDHD1,ZBTB24
POU6F2,ZBTB24
BACH2,ZBTB24
GMCL1,ZBTB24
TRIM37,ZBTB24
PICK1,ZBTB24
ZRANB1,ZBTB24
MID2,ZBTB24
TLE5,ZBTB24
CEP76,ZBTB24
LNX1,ZBTB24
PSMD9,PSMC3
PSMC6,PSMC3
FBXO28,PSMC3
DPY30,PSMC3
AMOTL2,PSMC3
PSMC3,PSMC3
NDUFAB1,PSMC3
TRAF4,PSMC3
PSMD9,CEP85L
VASP,ZYX
CASS4,ZYX
RTN4IP1,ZYX
YPEL3,ZYX
LAP3,ZYX
VASP,ABI1
KIAA1217,ABI1
FBXL19,ABI1
SMARCD1,ABI1
FAM124B,ABI1
ENKD1,ABI1
FHL2,ABI1
TRIP10,ABI1
RCOR3,ABI1
TTC23,ABI1
HOMER3,ABI1
UTP25,RUFY1
RUFY1,RUFY1
OAS1,RUFY1
TRIM23,RUFY1
BAIAP2L2,GRXCR1
SNX32,GRXCR1
CAP2,GRXCR1
ALAS1,GRXCR1
TEX11,GRXCR1
INCA1,GRXCR1
PICK1,GRXCR1
PRDM6,GRXCR1
SDCBP,GRXCR1
POLE2,EXOSC4
SDCBP,EXOSC4
LNX1,EXOSC4
POLE2,POLE
POLE2,MAPRE1
MAPRE1,MAPRE1
PAX6,MAPRE1
MAPRE3,MAPRE1
EPHB6,ASB12
TSEN15,ASB12
HSD3B7,ASB12
KLHL38,ASB12
HGS,ASB12
LENG1,ASB12
TLX3,ASB12
EPHB6,MARC1
NAA11,MARC1
EPHB6,MSX2
SMAP2,MSX2
MAPK1,MSX2
POU2F2,MSX2
POU6F2,MSX2
PATZ1,MSX2
TOLLIP,MSX2
TLE5,MSX2
PITX1,MSX2
POU1F1,MSX2
KHNYN,PLOD3
IP6K2,PLOD3
COL17A1,PLOD3
KCTD9,PLOD3
ABHD4,AURKAIP1
DEFB127,AURKAIP1
ABHD4,DERL1
TMED8,DERL1
TRIM32,DERL1
FFAR2,DERL1
SLC7A8,DERL1
SLC7A14,DERL1
GAD2,DERL1
SLC10A1,DERL1
AQP6,DERL1
LNX1,DERL1
ABHD4,REEP5
SNX1,REEP5
ABHD4,HTATIP2
JPH1,HTATIP2
MIEF1,HTATIP2
SH3GLB1,HTATIP2
AQP6,HTATIP2
CERK,NHLRC4
IGFN1,NHLRC4
POU4F3,NHLRC4
PRKAB2,NHLRC4
HSF4,NHLRC4
PATZ1,NHLRC4
KRTAP15-1,NHLRC4
MYLIP,NHLRC4
KRTAP13-2,NHLRC4
DDIT4L,NHLRC4
ENKD1,NHLRC4
KRTAP26-1,NHLRC4
MGAT5B,NHLRC4
SPAG8,NHLRC4
OTX1,NHLRC4
DTX2,NHLRC4
PITX1,NHLRC4
DMRT3,NHLRC4
TLX3,NHLRC4
POGZ,NHLRC4
CERK,CRYBA1
CRYBB3,CRYBA1
YPEL3,CRYBA1
CHCHD2,CRYBA1
VAC14,CRYBA1
LASP1,CRYBA1
CERK,OIP5
CCDC22,OIP5
KLHL42,OIP5
ESS2,OIP5
DTNBP1,OIP5
RUNX1T1,OIP5
USP2,OIP5
SMARCE1,OIP5
HSF4,OIP5
TRIB3,OIP5
PATZ1,OIP5
TFAP2D,OIP5
PSMB1,OIP5
MISP,OIP5
EFHC1,OIP5
POLR2J,OIP5
OIP5,OIP5
NDUFAB1,OIP5
NECAB2,OIP5
TFIP11,OIP5
DTX2,OIP5
DMRT3,OIP5
KIF9,OIP5
SHISA4,UBE2V1
XBP1,UBE2V1
TRIM32,UBE2V1
UBQLN1,UBE2V1
CTAG1B,UBE2V1
UBQLN2,UBE2V1
DAZAP2,UBE2V1
PMM1,RAB6A
PMM1,RAB6B
RAP1GDS1,RAB6B
COG6,RAB6B
MEOX2,RAB6B
BIVM,PPIL6
APPBP2,PPIL6
SORBS3,PPIL6
BAG4,PPIL6
RBX1,UBE2M
RBX1,CUL2
RBX1,PBX4
PACSIN2,PBX4
NCK2,PBX4
SMARCD1,PBX4
CCM2L,PBX4
SPG21,PBX4
RANBP3,PBX4
PICK1,PBX4
MBD3,PBX4
MAPK9,PBX4
TFIP11,PBX4
KDM1A,PBX4
NUTF2,PBX4
AIDA,PINX1
TLK1,PINX1
EIF1AD,PINX1
GYS1,PINX1
C14orf119,PINX1
UBL5,PINX1
TNPO2,PINX1
AIDA,RPL36A
KIAA0930,ITGB3BP
GTPBP3,ITGB3BP
NRDE2,ITGB3BP
MEIS2,ITGB3BP
SUOX,ITGB3BP
USP20,ITGB3BP
USHBP1,ITGB3BP
EFHC1,ITGB3BP
MAPK9,ITGB3BP
KIFC3,ITGB3BP
PIK3R3,ITGB3BP
MEOX2,ITGB3BP
MRFAP1,BRK1
HSBP1,BRK1
NDEL1,BRK1
CIB4,ATG9A
ETHE1,ATG9A
NDUFB7,ATG9A
HDHD3,ATG9A
ANKRD10,ATG9A
ZNF620,ATG9A
GOPC,ATG9A
C11orf1,ATG9A
ZNF581,ATG9A
KRTAP11-1,ATG9A
TRIM42,ATG9A
KLHL20,ATG9A
KRTAP19-1,ATG9A
ZBTB42,ATG9A
ADAMTSL4,ATG9A
REL,ATG9A
YPEL3,ATG9A
KRTAP1-1,ATG9A
KRT34,ATG9A
TCF4,ATG9A
KRT35,ATG9A
KRT33B,ATG9A
CYSRT1,ATG9A
KRTAP10-8,ATG9A
KRTAP6-2,ATG9A
MGAT5B,ATG9A
CERCAM,ATG9A
OXER1,ATG9A
KRTAP8-1,ATG9A
KRT31,ATG9A
MEOX1,ATG9A
MEOX2,ATG9A
CIB4,VASN
NR4A3,VASN
RGS17,VASN
AQP3,VASN
TGM1,VASN
TRIP6,VASN
RGS20,VASN
SMCP,VASN
GRN,VASN
SSC4D,VASN
ADAMTSL4,VASN
MTUS2,VASN
MDFI,VASN
LNX1,VASN
KRT31,VASN
GUCD1,VASN
HOXA1,VASN
MEOX2,VASN
PPCDC,NAA80
STK16,NAA80
PM20D2,NAA80
PPCDC,FOXR1
DPPA4,FOXR1
CEP19,FOXR1
GMCL1,FOXR1
BANP,FOXR1
PPCDC,ZNF232
ZSCAN32,ZNF232
ZNF446,ZNF232
FXR2,ZNF232
MTUS2,ZNF232
PPCDC,PPCDC
UBE2I,PPCDC
TXN2,PPCDC
UQCC2,ZNF765
CENPP,ZNF765
OTX2,ZNF765
ZNF581,ZNF765
TSC1,ZNF765
INCA1,ZNF765
RUSC1,ZNF765
YPEL3,ZNF765
DDIT4L,ZNF765
HAUS8,ZG16B
UBAC1,ZG16B
SGTA,ZG16B
HAUS8,NUP54
EXOC1,NUP54
IFT20,NUP54
ZWINT,NUP54
DCTN3,NUP54
AP1B1,NUP54
CDC23,NUP54
EXOC8,NUP54
TACC3,NUP54
AGR2,NUP54
EFHC1,NUP54
SPG21,NUP54
AP2B1,NUP54
C1orf109,NUP54
OIP5,NUP54
KRT33B,NUP54
NUTF2,NUP54
ETHE1,ETHE1
TXN2,ETHE1
SAMM50,CHCHD6
SAMM50,CHCHD3
EFHC1,CHCHD3
NUTF2,CHCHD3
ANKS1A,CHCHD3
ATP5PF,KCNK5
TMEM54,KCNK5
SLC66A2,KCNK5
TMEM14A,KCNK5
CYB5B,KCNK5
TSPAN33,KCNK5
TMEM218,KCNK5
VAMP3,KCNK5
MAN2B2,KCNK5
IGFBP5,KCNK5
TMEM128,KCNK5
COMT,KCNK5
BNIP2,KCNK5
TMEM60,KCNK5
TMEM176A,KCNK5
MED21,TRIM72
PPP3CA,TRIM72
TCF12,TRIM72
NMI,TRIM72
TRIM72,TRIM72
SMARCD1,TRIM72
C1orf216,TRIM72
ABI2,TRIM72
ASCC2,KATNAL1
KATNAL1,KATNAL1
GUCA1A,KATNAL1
TMEM45B,TSPAN33
TMEM106C,TSPAN33
SIT1,TSPAN33
MGST3,TSPAN33
GAD2,TSPAN33
CISD2,TSPAN33
GORAB,TSPAN33
COQ9,TSPAN33
PLEKHO1,TSPAN33
ERGIC3,TSPAN33
DARS2,TSPAN33
SLC35C2,TSPAN33
GJA8,TSPAN33
MTIF3,TSPAN33
FAM209A,TSPAN33
HAS3,C14orf180
TEX29,C14orf180
TMEM106C,C14orf180
ASZ1,C14orf180
AQP3,C14orf180
CYBC1,C14orf180
KCNJ6,C14orf180
FAM174A,C14orf180
PDZK1IP1,C14orf180
TM4SF19,C14orf180
VSIR,C14orf180
SAR1A,C14orf180
GPRC5D,C14orf180
CLEC7A,C14orf180
CD74,C14orf180
TMEM51,C14orf180
MGST3,C14orf180
TMEM80,C14orf180
TMEM31,C14orf180
REEP4,C14orf180
CISD2,C14orf180
CPLX4,C14orf180
CCDC155,C14orf180
EBAG9,C14orf180
GPR152,C14orf180
ERGIC3,C14orf180
BIK,C14orf180
SLC35C2,C14orf180
ZDHHC15,C14orf180
AQP6,C14orf180
MFSD14B,C14orf180
TIMMDC1,C14orf180
MFF,C14orf180
GPX8,C14orf180
TMEM14B,C14orf180
CD79A,C14orf180
FAM209A,C14orf180
BCCIP,ZNF138
LHX6,ZNF138
KRTAP10-6,ZNF138
DHPS,ZNF138
ZBTB8A,ZNF138
TRIM41,ZNF138
MAPK9,ZNF138
KRTAP10-8,ZNF138
MDFI,ZNF138
BCCIP,RPL38
BCCIP,ZNF19
STX11,ZNF19
RFC5,ZNF19
BEX2,ZNF19
CDR2L,ZNF19
MAGOHB,ZNF19
CIB3,ZNF19
CINP,ZNF19
AP1M1,ZNF19
NUDT22,ZNF19
LMO2,ZNF19
NDUFAB1,ZNF19
HOMER3,ZNF19
BCCIP,CENPJ
BCCIP,MRPS9
BCCIP,RALY
PLOD3,RALY
RALY,RALY
ZBTB24,RALY
HNRNPC,RALY
BYSL,RALY
LNX1,RALY
ZNF76,RALY
BCCIP,RPL23
MEOX2,RPL23
BCCIP,FCF1
PDGFB,BCCIP
EEF1A2,ABTB1
EEF1D,ABTB1
TTLL12,EEF1A1
TTLL12,DNAJB1
TTLL12,EEF1A2
TMEM9,CLDN10
PEX12,CLDN10
REEP1,CLDN10
OPRM1,CLDN10
BEST2,CLDN10
FAM241B,RNF5
YIPF2,RNF5
ORMDL3,RNF5
INSIG2,RNF5
UBTD1,RNF5
UBE2E2,RNF5
UBE2E3,RNF5
UBE2D3,RNF5
UBE2D4,RNF5
UBE2D1,RNF5
SLC1A1,RNF5
RHBDD1,RNF5
CYB561A3,RNF5
RNF5,RNF5
YIPF1,RNF5
MS4A1,RNF5
C16orf58,RNF5
TMEM120B,RNF5
YIPF4,RNF5
DGAT2L6,RNF5
LEPROTL1,RNF5
UBE2D2,RNF5
PLP2,RNF5
SCD,RNF5
ARL6IP1,RNF5
RABAC1,RNF5
UBE2K,RNF5
CD72,ATP6AP2
NKG7,ATP6AP2
PMP22,ATP6AP2
VAMP5,ATP6AP2
UPK2,ATP6AP2
TMEM97,ATP6AP2
NSG1,ATP6AP2
SEC22A,ATP6AP2
TIMMDC1,ATP6AP2
CD72,LSMEM2
TMEM143,LSMEM2
SFTPC,LSMEM2
CXCL9,LSMEM2
SPACA1,LSMEM2
TMEM218,LSMEM2
KLRC1,LSMEM2
STX7,LSMEM2
SEC22A,LSMEM2
SPG21,LSMEM2
